Station_ID,Index,Original_Temperature,Filled_Temperature
USW00023224,70,nan,50.0
USW00023224,75,nan,35.0
USW00023224,100,nan,50.0
USW00023224,102,nan,31.0
USW00023224,137,nan,70.0
USW00023224,139,nan,39.5
USW00023224,148,nan,75.0
USW00023224,150,nan,72.0
USW00023224,152,nan,71.0
USW00023224,154,nan,72.0
USW00023224,156,nan,72.0
USW00023224,158,nan,69.5
USW00023224,160,nan,38.5
USW00023224,198,nan,67.5
USW00023224,200,nan,71.0
USW00023224,202,nan,66.5
USW00023224,204,nan,67.5
USW00023224,206,nan,64.5
USW00023224,208,nan,33.5
USW00023224,236,nan,29.0
USW00023224,288,nan,4.5
USW00023224,290,nan,5.0
USW00023224,345,nan,73.5
USW00023224,350,nan,36.0
USW00023224,352,nan,32.0
USW00023224,354,nan,37.0
USW00023224,356,nan,48.0
USW00023224,358,nan,36.5
USW00023224,360,nan,17.0
USW00023224,386,nan,20.0
USW00023224,388,nan,26.0
USW00023224,394,nan,18.5
USW00023224,411,nan,3.5
USW00023224,455,nan,7.0
USW00023224,457,nan,10.0
USW00023224,460,nan,26.0
USW00023224,462,nan,27.0
USW00023224,465,nan,22.0
USW00023224,468,nan,23.5
USW00023224,470,nan,22.5
USW00023224,473,nan,58.0
USW00023224,475,nan,45.5
USW00023224,477,nan,42.5
USW00023224,479,nan,54.5
USW00023224,481,nan,57.5
USW00023224,483,nan,28.5
USW00023224,485,nan,11.0
USW00023224,524,nan,43.5
USW00023224,533,nan,44.0
USW00023224,561,nan,31.0
USW00023224,563,nan,48.0
USW00023224,565,nan,57.5
USW00023224,567,nan,73.0
USW00023224,569,nan,72.5
USW00023224,574,nan,68.0
USW00023224,576,nan,75.5
USW00023224,578,nan,71.5
USW00023224,580,nan,66.0
USW00023224,582,nan,42.5
USW00023224,584,nan,14.5
USW00023224,1741,nan,38.0
USW00023224,1944,nan,25.5
USW00023224,1960,nan,11.5
USW00023224,2002,nan,16.5
USW00023224,2004,nan,32.0
USW00023224,2006,nan,34.5
USW00023224,2008,nan,29.5
USW00023224,2010,nan,29.0
USW00023224,2012,nan,29.5
USW00023224,2014,nan,32.5
USW00023224,2016,nan,24.0
USW00023224,2037,nan,46.0
USW00023224,2041,nan,12.0
USW00023224,2057,nan,41.5
USW00023224,2059,nan,39.0
USW00023224,2061,nan,38.0
USW00023224,2063,nan,37.0
USW00023224,2065,nan,37.5
USW00023224,2067,nan,39.5
USW00023224,2069,nan,27.5
USW00023224,16551,nan,13.5
USW00023224,16558,nan,14.5
USW00023224,16961,nan,46.0
USW00023225,21764,nan,7.25
USW00023232,40173,nan,10.85
USW00023232,42017,nan,22.5
USW00023232,42380,nan,23.9
USW00023232,42866,nan,30.0
USW00023232,44893,nan,25.0
USW00023232,46797,nan,16.950000000000003
USW00023233,49607,nan,6.85
USW00023233,50605,nan,11.05
USW00023233,50669,nan,11.0
USW00023233,50968,nan,10.0
USW00023233,51116,nan,8.0
USW00023233,51275,nan,11.5
USW00023233,51280,nan,11.0
USW00023233,51504,nan,11.05
USW00023233,51513,nan,11.0
USW00023233,51827,nan,10.5
USW00023233,52397,nan,9.5
USW00023233,53229,nan,13.5
USW00023233,53435,nan,13.05
USW00023233,53709,nan,18.9
USW00023233,54968,nan,13.0
USW00023233,54998,nan,12.0
USW00023233,55112,nan,12.0
USW00023233,55459,nan,12.9
USW00023233,55943,nan,23.8
USW00023233,56257,nan,10.5
USW00023233,56311,nan,12.5
USW00023233,56688,nan,13.0
USW00023233,56830,nan,14.0
USW00023233,56955,nan,14.0
USW00023233,56959,nan,14.0
USW00023233,57445,nan,9.0
USW00023233,57472,nan,10.0
USW00023233,57811,nan,6.5
USW00023233,57836,nan,8.0
USW00023233,57843,nan,5.0
USW00023237,75767,nan,3.0
USW00023237,75769,nan,3.0
USW00023237,75771,nan,3.0
USW00023237,75774,nan,2.1
USW00023237,75777,nan,3.5
USW00023237,75779,nan,3.5
USW00023237,75781,nan,3.0
USW00023237,75784,nan,2.0
USW00023237,75786,nan,2.5
USW00023237,75788,nan,3.15
USW00023237,75813,nan,3.0
USW00023237,75819,nan,3.0
USW00023237,75827,nan,1.0
USW00023237,75829,nan,1.0
USW00023237,75831,nan,1.05
USW00023237,75835,nan,2.5
USW00023237,75838,nan,3.5
USW00023237,75840,nan,3.5
USW00023237,75842,nan,4.0
USW00023237,75844,nan,4.5
USW00023237,75884,nan,4.0
USW00023237,75890,nan,4.5
USW00023237,75893,nan,4.0
USW00023237,75898,nan,2.5
USW00023237,75904,nan,2.5
USW00023237,75906,nan,3.5
USW00023237,75909,nan,5.3
USW00023237,76890,nan,4.0
USW00023237,76893,nan,3.15
USW00023237,76949,nan,4.0
USW00023237,77152,nan,2.0
USW00023237,77155,nan,1.0
USW00023237,77157,nan,2.0
USW00023237,77250,nan,5.5
USW00023237,77253,nan,3.5
USW00023237,77255,nan,3.5
USW00023237,77257,nan,4.5
USW00023237,77260,nan,6.5
USW00023237,77303,nan,3.95
USW00023237,77409,nan,1.5
USW00023237,77412,nan,1.0
USW00023237,77414,nan,1.0
USW00023237,77416,nan,1.5
USW00023237,77420,nan,4.2
USW00023237,77643,nan,8.0
USW00023237,77645,nan,7.5
USW00023237,77647,nan,6.5
USW00023237,77649,nan,6.6
USW00023237,77651,nan,7.6
USW00023237,77653,nan,7.5
USW00023237,77655,nan,7.0
USW00023237,77657,nan,7.5
USW00023237,77659,nan,8.5
USW00023237,77753,nan,4.5
USW00023237,77851,nan,4.0
USW00023237,77854,nan,3.0
USW00023237,77857,nan,2.0
USW00023237,77948,nan,2.0
USW00023237,77951,nan,1.35
USW00023237,77954,nan,2.0
USW00023237,77957,nan,1.0
USW00023237,91327,nan,3.5
USW00023237,91330,nan,3.0
USW00023237,91333,nan,4.0
USW00023237,91372,nan,6.0
USW00023237,91375,nan,5.5
USW00023237,91379,nan,4.0
USW00023237,91381,nan,3.95
USW00023237,91384,nan,4.0
USW00023237,91386,nan,3.5
USW00023237,91389,nan,4.0
USW00023237,91391,nan,5.0
USW00023237,91393,nan,6.5
USW00023237,91395,nan,7.65
USW00023237,91430,nan,5.0
USW00023237,91439,nan,3.5
USW00023237,91441,nan,3.0
USW00023237,91443,nan,2.5
USW00023237,91445,nan,2.5
USW00023237,91448,nan,4.5
USW00023237,91451,nan,6.85
USW00023237,91491,nan,5.5
USW00023237,91494,nan,5.0
USW00023237,91497,nan,4.0
USW00023237,91499,nan,4.0
USW00023237,91502,nan,3.0
USW00023237,91504,nan,3.5
USW00023237,91538,nan,7.0
USW00023237,91541,nan,6.5
USW00023237,91544,nan,5.5
USW00023237,91547,nan,5.5
USW00023237,91549,nan,5.5
USW00023237,91551,nan,6.05
USW00023237,91553,nan,6.55
USW00023237,91555,nan,7.0
USW00023237,91557,nan,7.5
USW00023237,91559,nan,8.0
USW00023237,91561,nan,8.0
USW00023237,91563,nan,8.45
USW00023237,91794,nan,12.9
USW00023237,91955,nan,13.95
USW00023237,91965,nan,13.0
