Station_ID,Index,Original_Temperature,Filled_Temperature
USW00023224,221,nan,4.5
USW00023224,11238,nan,20.0
USW00023225,20716,nan,22.4
USW00023225,24480,nan,16.950000000000003
USW00023230,32074,nan,20.299999999999997
USW00023230,32078,nan,25.5
USW00023230,34653,nan,19.7
USW00023232,37662,nan,19.450000000000003
USW00023232,38677,nan,19.0
USW00023232,42906,nan,23.65
USW00023232,44134,nan,18.65
USW00023233,47078,nan,9.2
USW00023233,49633,nan,10.55
USW00023233,50142,nan,12.8
USW00023233,50216,nan,19.15
USW00023234,56023,nan,14.2
USW00023234,56028,nan,13.0
USW00023237,73037,nan,0.5
USW00023237,73040,nan,0.5
USW00023237,73042,nan,0.0
USW00023237,73044,nan,0.0
USW00023237,73046,nan,0.0
USW00023237,73048,nan,0.0
USW00023237,73050,nan,0.5
USW00023237,73052,nan,1.0
USW00023237,73056,nan,2.6
USW00023237,73059,nan,4.0
USW00023237,73092,nan,-1.0
USW00023237,73094,nan,-1.0
USW00023237,73097,nan,-2.0
USW00023237,73100,nan,-1.35
USW00023237,73103,nan,-1.0
USW00023237,73108,nan,-1.5
USW00023237,73110,nan,-1.5
USW00023237,73538,nan,9.0
USW00023237,73540,nan,9.0
USW00023237,73683,nan,1.5
USW00023237,73716,nan,5.5
USW00023237,73719,nan,6.0
USW00023237,73721,nan,6.0
USW00023237,73723,nan,5.0
USW00023237,73725,nan,4.0
USW00023237,73728,nan,4.2
USW00023237,73730,nan,4.0
USW00023237,73732,nan,4.0
USW00023237,73734,nan,4.0
USW00023237,73736,nan,4.5
USW00023237,73739,nan,5.5
USW00023237,73742,nan,7.0
USW00023237,73744,nan,7.1
USW00023237,74123,nan,5.0
USW00023237,74847,nan,1.0
USW00023237,74849,nan,1.5
USW00023237,74898,nan,1.5
USW00023237,74947,nan,2.0
USW00023237,74950,nan,3.5
USW00023237,74994,nan,3.95
USW00023237,74996,nan,3.5
USW00023237,74998,nan,3.5
USW00023237,75001,nan,7.1
USW00023237,75052,nan,4.0
USW00023237,75395,nan,3.95
USW00023237,75397,nan,5.0
USW00023237,75719,nan,7.0
USW00023237,75772,nan,4.7
USW00023237,75825,nan,6.0
USW00023237,75922,nan,6.0
USW00023237,84200,nan,17.0
USW00023237,84777,nan,32.5
USW00023237,84779,nan,34.0
USW00023237,88117,nan,11.55
USW00023237,88127,nan,7.5
USW00023237,88225,nan,9.0
USW00023237,88227,nan,10.0
USW00023237,88334,nan,8.0
USW00023237,88336,nan,8.5
USW00023237,88384,nan,6.0
USW00023237,88386,nan,6.5
USW00023237,88438,nan,7.0
USW00023237,88441,nan,9.0
USW00023237,88444,nan,10.5
USW00023237,88499,nan,18.5
USW00023237,88588,nan,5.5
USW00023237,88592,nan,6.0
USW00023237,88594,nan,6.5
USW00023237,88639,nan,2.5
USW00023237,88641,nan,2.0
USW00023237,88643,nan,2.0
USW00023237,88645,nan,2.5
USW00023237,88690,nan,5.0
USW00023237,88693,nan,4.0
USW00023237,88698,nan,3.5
USW00023237,88700,nan,3.5
USW00023237,88702,nan,3.0
USW00023237,88704,nan,3.5
USW00023237,88706,nan,5.0
USW00023237,88837,nan,11.5
USW00023237,88839,nan,12.0
USW00023237,88941,nan,8.0
USW00023237,88947,nan,6.5
USW00023237,88949,nan,6.5
USW00023237,88951,nan,6.0
USW00023237,88953,nan,6.0
USW00023237,88955,nan,6.5
USW00023237,88958,nan,6.85
USW00023237,88960,nan,7.0
USW00023237,88962,nan,7.0
USW00023237,88964,nan,7.0
USW00023237,88966,nan,7.5
USW00023237,88969,nan,8.65
USW00023237,89012,nan,4.0
USW00023237,89015,nan,3.5
USW00023237,89017,nan,3.0
USW00023237,89021,nan,6.0
USW00023237,89023,nan,7.0
USW00023237,89027,nan,9.45
USW00023237,89029,nan,10.5
USW00023237,89050,nan,8.95
USW00023237,89052,nan,8.0
USW00023237,89055,nan,6.35
USW00023237,89057,nan,6.0
USW00023237,89059,nan,6.0
USW00023237,89061,nan,6.0
USW00023237,89063,nan,6.0
USW00023237,89066,nan,6.05
USW00023237,89068,nan,6.0
USW00023237,89070,nan,6.0
USW00023237,89072,nan,6.0
USW00023237,89074,nan,6.0
USW00023237,89078,nan,6.85
USW00023237,89080,nan,7.5
USW00023237,89082,nan,8.0
USW00023237,89084,nan,8.5
USW00023237,89086,nan,9.0
USW00023237,89089,nan,8.95
USW00023237,89091,nan,8.5
USW00023237,89093,nan,8.0
USW00023237,89095,nan,8.0
USW00023237,89097,nan,8.0
USW00023237,89100,nan,8.65
USW00023237,89102,nan,8.5
USW00023237,89105,nan,9.0
USW00023237,89107,nan,9.0
USW00023237,89109,nan,9.0
USW00023237,89257,nan,1.0
USW00023237,89260,nan,2.0
USW00023237,89262,nan,2.5
USW00023237,89264,nan,3.0
USW00023237,89266,nan,3.0
USW00023237,89270,nan,5.2
USW00023237,89272,nan,6.5
USW00023237,89296,nan,6.05
USW00023237,89298,nan,6.05
USW00023237,89300,nan,6.5
USW00023237,89302,nan,7.0
USW00023237,89304,nan,7.0
USW00023237,89306,nan,6.5
USW00023237,89310,nan,6.0
USW00023237,89312,nan,6.0
USW00023237,89314,nan,6.0
USW00023237,89316,nan,6.0
USW00023237,89318,nan,6.0
USW00023237,89323,nan,6.5
USW00023237,89355,nan,5.0
USW00023237,89358,nan,4.0
USW00023237,89363,nan,4.0
USW00023237,89365,nan,4.5
USW00023237,89399,nan,4.0
USW00023237,89401,nan,4.0
USW00023237,89403,nan,4.0
USW00023237,89405,nan,4.0
USW00023237,89407,nan,4.0
USW00023237,89411,nan,4.0
USW00023237,89414,nan,3.0
USW00023237,89416,nan,3.0
USW00023237,89425,nan,6.0
USW00023237,89450,nan,1.5
USW00023237,89455,nan,1.0
USW00023237,89457,nan,0.0
USW00023237,89459,nan,0.0
USW00023237,89461,nan,0.0
USW00023237,89463,nan,0.0
USW00023237,89467,nan,1.8
USW00023237,89469,nan,3.0
USW00023237,89471,nan,3.0
USW00023237,89473,nan,2.5
USW00023237,89475,nan,2.5
USW00023237,89478,nan,5.55
USW00023237,89506,nan,3.5
USW00023237,89513,nan,2.0
USW00023237,89516,nan,1.5
USW00023237,89518,nan,1.5
USW00023237,89520,nan,1.0
USW00023237,89522,nan,1.5
USW00023237,89527,nan,0.8
USW00023237,89529,nan,1.0
USW00023237,89531,nan,1.0
USW00023237,89533,nan,1.0
USW00023237,89535,nan,1.5
USW00023237,89578,nan,2.0
USW00023237,89580,nan,2.0
USW00023237,89582,nan,2.5
USW00023237,89584,nan,3.0
USW00023237,89586,nan,3.5
USW00023237,89589,nan,5.2
USW00023237,89591,nan,6.0
USW00023237,89624,nan,1.5
USW00023237,89626,nan,2.0
USW00023237,89630,nan,1.0
USW00023237,89632,nan,1.0
USW00023237,89634,nan,1.5
USW00023237,89636,nan,2.5
USW00023237,89638,nan,3.0
USW00023237,89643,nan,6.5
USW00023237,90020,nan,2.0
USW00023237,90025,nan,2.0
USW00023237,90027,nan,2.0
USW00023237,90029,nan,2.5
USW00023237,90031,nan,2.9
USW00023237,90034,nan,3.5
USW00023237,90036,nan,4.5
USW00023237,90114,nan,6.0
USW00023237,90122,nan,6.5
USW00023237,90485,nan,5.0
USW00023237,90491,nan,3.15
USW00023237,90494,nan,4.0
USW00023237,90497,nan,6.0
USW00023237,90502,nan,6.0
USW00023237,90504,nan,6.0
USW00023237,90506,nan,6.0
USW00023237,90508,nan,6.0
USW00023237,90510,nan,6.0
USW00023237,90513,nan,6.05
USW00023237,90515,nan,6.0
USW00023237,90517,nan,6.5
USW00023237,90521,nan,8.0
USW00023237,90530,nan,6.5
USW00023237,90532,nan,6.0
USW00023237,90534,nan,6.0
USW00023237,90537,nan,5.8
USW00023237,90539,nan,5.5
USW00023237,90541,nan,5.0
USW00023237,90543,nan,5.0
USW00023237,90545,nan,4.5
USW00023237,90547,nan,4.2
USW00023237,90549,nan,4.2
USW00023237,90551,nan,4.0
USW00023237,90553,nan,3.5
USW00023237,90555,nan,3.5
USW00023237,90557,nan,4.0
USW00023237,90560,nan,3.95
USW00023237,90563,nan,5.5
USW00023237,90565,nan,5.5
USW00023237,90568,nan,6.0
USW00023243,91453,nan,11.0
USW00023243,95074,nan,16.0
USW00023243,95211,nan,13.0
USW00023243,99909,nan,7.0
USW00023243,100174,nan,7.0
USW00023243,100273,nan,15.0
USW00023243,100298,nan,4.5
USW00023243,101225,nan,4.0
USW00023254,119614,nan,9.45
USW00023254,119955,nan,5.0
USW00023254,119962,nan,18.299999999999997
USW00023254,120014,nan,18.05
USW00023254,120414,nan,18.65
USW00023254,120545,nan,18.6
USW00023254,120547,nan,18.35
USW00023254,120549,nan,15.55
USW00023254,120594,nan,20.25
USW00023254,120596,nan,16.1
USW00023254,125954,nan,25.299999999999997
USW00023257,133503,nan,26.35
USW00023257,135425,nan,20.55
USW00023258,140644,nan,16.65
USW00023258,143312,nan,31.099999999999998
USW00023258,145169,nan,25.299999999999997
USW00023259,152309,nan,13.899999999999999
USW00023259,152385,nan,10.35
USW00023259,152387,nan,9.0
USW00023273,165162,nan,17.35
USW00023273,165165,nan,20.0
USW00023273,165228,nan,14.5
USW00023273,166614,nan,18.8
USW00023273,166891,nan,18.15
USW00023273,169695,nan,10.0
USW00023273,169717,nan,10.0
USW00023273,169722,nan,11.0
USW00023273,169731,nan,1.9500000000000002
USW00023275,174363,nan,8.95
USW00023285,199093,nan,11.399999999999999
USW00023285,206520,nan,17.05
USW00023289,209056,nan,15.5
USW00023289,209085,nan,14.5
USW00023289,209385,nan,20.0
USW00023289,209696,nan,16.0
USW00023289,210668,nan,28.0
USW00023289,211050,nan,19.0
USW00023289,211361,nan,19.5
USW00023289,211619,nan,18.0
USW00023289,211666,nan,19.5
USW00023289,211975,nan,23.0
USW00023289,212562,nan,18.0
USW00023289,212566,nan,11.0
USW00023289,212735,nan,13.0
USW00023293,213853,nan,6.4
USW00023293,213878,nan,6.3
USW00023293,213957,nan,13.5
USW00023293,214612,nan,10.0
USW00023293,214615,nan,8.5
USW00023293,214618,nan,9.0
USW00023293,214620,nan,8.95
USW00023293,221316,nan,12.0
USW00023293,221965,nan,9.0
USW00024213,222842,nan,10.3
USW00024215,237164,nan,21.15
USW00024215,237503,nan,23.1
USW00024215,239625,nan,10.65
USW00024216,248246,nan,32.5
USW00024216,250844,nan,10.0
USW00024259,266451,nan,7.5
USW00024283,275792,nan,11.05
USW00024283,276820,nan,8.0
USW00024283,276822,nan,8.5
USW00024283,276824,nan,9.0
USW00024283,276835,nan,9.15
USW00024283,277900,nan,12.5
USW00024283,281240,nan,13.1
USW00024283,281360,nan,9.15
USW00024283,281369,nan,10.55
USW00024283,283927,nan,9.5
USW00053119,310736,nan,19.15
USW00053119,312075,nan,16.95
USW00053120,313372,nan,21.4
USW00053120,322608,nan,23.9
USW00053120,323145,nan,18.6
USW00053120,323166,nan,15.05
USW00053120,323170,nan,14.0
USW00053120,323172,nan,13.0
USW00053120,323188,nan,9.95
USW00053120,323192,nan,13.0
USW00053120,323197,nan,13.65
USW00053120,323201,nan,12.0
USW00053120,323203,nan,12.0
USW00053120,323205,nan,12.0
USW00053120,323230,nan,10.3
USW00053120,323262,nan,4.4
USW00053120,323265,nan,3.3
USW00053120,323284,nan,7.800000000000001
USW00053120,323330,nan,10.5
USW00053120,323341,nan,10.7
USW00053120,323357,nan,9.0
USW00053120,323361,nan,10.05
USW00053120,323363,nan,8.9
USW00053120,323410,nan,8.45
USW00053130,334742,nan,16.0
USW00053130,334765,nan,14.5
USW00053130,334812,nan,10.5
USW00053130,334824,nan,10.5
USW00053130,334872,nan,20.0
USW00053130,334884,nan,19.0
USW00053130,334906,nan,17.0
USW00053130,334915,nan,7.5
USW00053130,334918,nan,13.5
USW00053130,334955,nan,14.5
USW00053130,334961,nan,8.0
USW00053130,334974,nan,11.0
USW00053130,335004,nan,10.5
USW00053130,335013,nan,15.5
USW00053130,335023,nan,12.5
USW00053130,335036,nan,11.5
USW00053130,335124,nan,12.5
USW00053130,335128,nan,11.0
USW00053130,335131,nan,15.5
USW00053130,335209,nan,22.0
USW00053130,335280,nan,11.0
USW00053130,335334,nan,14.5
USW00053130,335377,nan,13.0
USW00053130,335380,nan,18.0
USW00053130,335427,nan,23.0
USW00053130,335449,nan,22.5
USW00053130,335486,nan,24.5
USW00053130,335528,nan,24.5
